Unique ID,District,Date,Measure,Longitude,Latitude,Time Period,Data Value,Air Quality
00270179,Kolkata,01-06-2005,PM2.5 (µg/m³),88.3639,22.5726,Monthly,101,Poor
00B551BD,Delhi,01-12-2023,NO2 (ppb),77.1025,28.7041,Monthly,23,Good
00FE1FD1,Kolkata,01-03-2015,NO2 (ppb),88.3639,22.5726,Monthly,48,Moderate
012ADE11,Delhi,01-03-2010,SO2 (ppb),77.1025,28.7041,Monthly,21,Good
00FFBAD0,Kolkata,01-01-2010,"Ozone (O3, ppb)",88.3639,22.5726,Monthly,82,Moderate
0169DD1C,Delhi,01-01-2020,NO2 (ppb),77.1025,28.7041,Monthly,29,Good
01FD11DB,Chennai,01-08-2019,NO2 (ppb),80.2707,13.0827,Monthly,37,Moderate
006DB39D,Chennai,01-09-2008,PM2.5 (µg/m³),80.2707,13.0827,Monthly,133,Poor
00E567DE,Delhi,01-10-2001,PM10 (µg/m³),77.1025,28.7041,Monthly,143,Poor
00BBFDED,Delhi,01-04-2017,PM2.5 (µg/m³),77.1025,28.7041,Monthly,189,Very Poor
028B50B3,Delhi,01-04-2009,NO2 (ppb),77.1025,28.7041,Monthly,12,Good
010F154D,Bengaluru,01-07-2006,"Ozone (O3, ppb)",77.5946,12.9716,Monthly,78,Moderate
015CA389,Delhi,01-01-2003,PM10 (µg/m³),77.1025,28.7041,Monthly,192,Very Poor
0152F0F6,Bengaluru,01-07-2009,PM2.5 (µg/m³),77.5946,12.9716,Monthly,65,Moderate
0145FADF,Delhi,01-09-2005,"Ozone (O3, ppb)",77.1025,28.7041,Monthly,26,Good
026CAEE1,Kolkata,01-08-2016,NO2 (ppb),88.3639,22.5726,Monthly,50,Moderate
0011B96A,Delhi,01-07-2021,NO2 (ppb),77.1025,28.7041,Monthly,30,Good
00682C12,Delhi,01-03-2008,"Ozone (O3, ppb)",77.1025,28.7041,Monthly,93,Moderate
00453F8B,Kolkata,01-12-2002,NO2 (ppb),88.3639,22.5726,Monthly,24,Good
01BD572A,Mumbai,01-04-2008,PM2.5 (µg/m³),72.8777,19.076,Monthly,81,Moderate
0157F4F0,Bengaluru,01-04-2016,SO2 (ppb),77.5946,12.9716,Monthly,9,Good
00C29CD8,Chennai,01-01-2002,PM2.5 (µg/m³),80.2707,13.0827,Monthly,111,Poor
003785E3,Chennai,01-01-2023,PM2.5 (µg/m³),80.2707,13.0827,Monthly,158,Very Poor
02416788,Kolkata,01-05-2003,SO2 (ppb),88.3639,22.5726,Monthly,20,Good
0241ACE8,Mumbai,01-07-2009,SO2 (ppb),72.8777,19.076,Monthly,33,Moderate
00562C93,Delhi,01-10-2014,"Ozone (O3, ppb)",77.1025,28.7041,Monthly,88,Moderate
0255EF73,Bengaluru,01-06-2013,PM10 (µg/m³),77.5946,12.9716,Monthly,86,Moderate
012A5621,Chennai,01-10-2011,SO2 (ppb),80.2707,13.0827,Monthly,44,Moderate
0122BAA5,Delhi,01-08-2019,PM10 (µg/m³),77.1025,28.7041,Monthly,173,Very Poor
007416CC,Mumbai,01-08-2011,NO2 (ppb),72.8777,19.076,Monthly,41,Moderate
01F52BC3,Mumbai,01-10-2022,PM2.5 (µg/m³),72.8777,19.076,Monthly,63,Moderate
02416D26,Bengaluru,01-02-2018,NO2 (ppb),77.5946,12.9716,Monthly,21,Good
01065DFC,Chennai,01-12-2004,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,97,Moderate
00586CEE,Delhi,01-05-2010,PM2.5 (µg/m³),77.1025,28.7041,Monthly,138,Poor
01F4C6B4,Delhi,01-06-2017,NO2 (ppb),77.1025,28.7041,Monthly,6,Good
011B908C,Bengaluru,01-10-2000,NO2 (ppb),77.5946,12.9716,Monthly,27,Good
00E3B7DD,Chennai,01-04-2005,PM2.5 (µg/m³),80.2707,13.0827,Monthly,160,Very Poor
0054CD61,Mumbai,01-06-2013,SO2 (ppb),72.8777,19.076,Monthly,24,Good
0131853A,Delhi,01-05-2007,"Ozone (O3, ppb)",77.1025,28.7041,Monthly,40,Good
005E7727,Chennai,01-04-2019,NO2 (ppb),80.2707,13.0827,Monthly,44,Moderate
0062BEB0,Kolkata,01-05-2009,PM10 (µg/m³),88.3639,22.5726,Monthly,96,Moderate
00F94B1C,Chennai,01-10-2006,PM2.5 (µg/m³),80.2707,13.0827,Monthly,72,Moderate
02866D8C,Kolkata,01-03-2020,"Ozone (O3, ppb)",88.3639,22.5726,Monthly,92,Moderate
0065784D,Mumbai,01-08-2009,PM10 (µg/m³),72.8777,19.076,Monthly,188,Very Poor
01D56FFD,Bengaluru,01-06-2002,"Ozone (O3, ppb)",77.5946,12.9716,Monthly,65,Moderate
01E2DC22,Kolkata,01-09-2016,SO2 (ppb),88.3639,22.5726,Monthly,17,Good
00AA8237,Chennai,01-11-2012,SO2 (ppb),80.2707,13.0827,Monthly,49,Moderate
0160DF7F,Chennai,01-03-2023,NO2 (ppb),80.2707,13.0827,Monthly,32,Moderate
01A6E38E,Chennai,01-10-2023,NO2 (ppb),80.2707,13.0827,Monthly,25,Good
01FC748F,Bengaluru,01-01-2017,PM10 (µg/m³),77.5946,12.9716,Monthly,197,Very Poor
0038585A,Delhi,01-07-2003,NO2 (ppb),77.1025,28.7041,Monthly,12,Good
016B64DE,Chennai,01-08-2021,PM10 (µg/m³),80.2707,13.0827,Monthly,136,Poor
0284C1BD,Bengaluru,01-08-2018,"Ozone (O3, ppb)",77.5946,12.9716,Monthly,40,Good
00B00E05,Bengaluru,01-05-2005,PM10 (µg/m³),77.5946,12.9716,Monthly,53,Moderate
00F0F0C7,Bengaluru,01-08-2022,SO2 (ppb),77.5946,12.9716,Monthly,31,Moderate
00FC1464,Chennai,01-07-2001,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,77,Moderate
00F74336,Chennai,01-12-2021,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,92,Moderate
01CB8F4B,Bengaluru,01-02-2003,PM10 (µg/m³),77.5946,12.9716,Monthly,125,Poor
0077D031,Mumbai,01-05-2021,NO2 (ppb),72.8777,19.076,Monthly,14,Good
0234DB3E,Bengaluru,01-09-2013,PM2.5 (µg/m³),77.5946,12.9716,Monthly,131,Poor
0228555B,Delhi,01-10-2022,PM10 (µg/m³),77.1025,28.7041,Monthly,106,Poor
0182C878,Bengaluru,01-12-2023,NO2 (ppb),77.5946,12.9716,Monthly,44,Moderate
008EE2AB,Kolkata,01-11-2011,"Ozone (O3, ppb)",88.3639,22.5726,Monthly,43,Good
01329073,Chennai,01-12-2019,PM10 (µg/m³),80.2707,13.0827,Monthly,198,Very Poor
021724DD,Delhi,01-12-2017,"Ozone (O3, ppb)",77.1025,28.7041,Monthly,39,Good
00EEA5C2,Bengaluru,01-08-2010,PM2.5 (µg/m³),77.5946,12.9716,Monthly,141,Poor
014AB98D,Bengaluru,01-10-2010,PM10 (µg/m³),77.5946,12.9716,Monthly,91,Moderate
01ED2959,Bengaluru,01-06-2008,"Ozone (O3, ppb)",77.5946,12.9716,Monthly,91,Moderate
00A325DD,Bengaluru,01-03-2010,PM2.5 (µg/m³),77.5946,12.9716,Monthly,105,Poor
019077AE,Kolkata,01-05-2018,PM10 (µg/m³),88.3639,22.5726,Monthly,117,Poor
01D2ABA0,Bengaluru,01-12-2019,PM10 (µg/m³),77.5946,12.9716,Monthly,160,Very Poor
021A2DF2,Kolkata,01-08-2018,NO2 (ppb),88.3639,22.5726,Monthly,5,Good
024E9519,Bengaluru,01-10-2002,SO2 (ppb),77.5946,12.9716,Monthly,48,Moderate
02101707,Chennai,01-11-2020,NO2 (ppb),80.2707,13.0827,Monthly,46,Moderate
004B5191,Chennai,01-01-2017,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,43,Good
016035ED,Kolkata,01-04-2019,PM2.5 (µg/m³),88.3639,22.5726,Monthly,180,Very Poor
005DEB85,Chennai,01-10-2008,PM10 (µg/m³),80.2707,13.0827,Monthly,112,Poor
00F58C3F,Mumbai,01-02-2016,SO2 (ppb),72.8777,19.076,Monthly,12,Good
021D2B40,Delhi,01-02-2015,PM10 (µg/m³),77.1025,28.7041,Monthly,86,Moderate
02103B41,Mumbai,01-09-2005,"Ozone (O3, ppb)",72.8777,19.076,Monthly,25,Good
0285B2F9,Chennai,01-04-2008,NO2 (ppb),80.2707,13.0827,Monthly,23,Good
0259B255,Chennai,01-02-2004,SO2 (ppb),80.2707,13.0827,Monthly,20,Good
00FA742E,Mumbai,01-09-2006,NO2 (ppb),72.8777,19.076,Monthly,31,Moderate
02688853,Kolkata,01-12-2019,"Ozone (O3, ppb)",88.3639,22.5726,Monthly,37,Good
009CB3FF,Delhi,01-08-2014,PM10 (µg/m³),77.1025,28.7041,Monthly,156,Very Poor
0069E42D,Chennai,01-06-2007,PM2.5 (µg/m³),80.2707,13.0827,Monthly,167,Very Poor
0026C4D9,Mumbai,01-01-2021,"Ozone (O3, ppb)",72.8777,19.076,Monthly,78,Moderate
01199413,Kolkata,01-01-2014,PM2.5 (µg/m³),88.3639,22.5726,Monthly,197,Very Poor
01D1E33A,Mumbai,01-09-2000,SO2 (ppb),72.8777,19.076,Monthly,7,Good
0222CD6D,Delhi,01-03-2001,"Ozone (O3, ppb)",77.1025,28.7041,Monthly,75,Moderate
01EC6C3E,Chennai,01-10-2015,PM10 (µg/m³),80.2707,13.0827,Monthly,52,Moderate
01C298F3,Mumbai,01-03-2004,NO2 (ppb),72.8777,19.076,Monthly,50,Moderate
020DB063,Bengaluru,01-09-2019,SO2 (ppb),77.5946,12.9716,Monthly,36,Moderate
00903770,Kolkata,01-10-2002,"Ozone (O3, ppb)",88.3639,22.5726,Monthly,72,Moderate
00363C86,Mumbai,01-08-2022,PM10 (µg/m³),72.8777,19.076,Monthly,192,Very Poor
00D72352,Bengaluru,01-12-2004,PM2.5 (µg/m³),77.5946,12.9716,Monthly,159,Very Poor
0123A63E,Chennai,01-11-2006,NO2 (ppb),80.2707,13.0827,Monthly,29,Good
000BDE7E,Kolkata,01-07-2009,PM10 (µg/m³),88.3639,22.5726,Monthly,160,Very Poor
026C8E2F,Chennai,01-03-2005,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,35,Good
011005D8,Delhi,01-04-2023,SO2 (ppb),77.1025,28.7041,Monthly,6,Good
00AB415D,Kolkata,01-06-2002,PM10 (µg/m³),88.3639,22.5726,Monthly,94,Moderate
001F60E0,Delhi,01-10-2005,"Ozone (O3, ppb)",77.1025,28.7041,Monthly,68,Moderate
0135C2EE,Delhi,01-05-2017,PM10 (µg/m³),77.1025,28.7041,Monthly,186,Very Poor
01E96ED3,Mumbai,01-01-2018,"Ozone (O3, ppb)",72.8777,19.076,Monthly,79,Moderate
01724C76,Kolkata,01-05-2016,NO2 (ppb),88.3639,22.5726,Monthly,30,Good
00223854,Kolkata,01-01-2020,PM10 (µg/m³),88.3639,22.5726,Monthly,84,Moderate
00D496DC,Chennai,01-06-2014,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,37,Good
010596E9,Kolkata,01-04-2013,NO2 (ppb),88.3639,22.5726,Monthly,46,Moderate
010B531D,Mumbai,01-07-2020,PM10 (µg/m³),72.8777,19.076,Monthly,142,Poor
00FED539,Kolkata,01-10-2017,PM2.5 (µg/m³),88.3639,22.5726,Monthly,138,Poor
01E8F7C9,Chennai,01-03-2015,PM2.5 (µg/m³),80.2707,13.0827,Monthly,138,Poor
00A4DFE2,Delhi,01-08-2004,PM2.5 (µg/m³),77.1025,28.7041,Monthly,80,Moderate
0205BE47,Bengaluru,01-07-2008,PM2.5 (µg/m³),77.5946,12.9716,Monthly,111,Poor
01C611E0,Bengaluru,01-06-2004,PM10 (µg/m³),77.5946,12.9716,Monthly,73,Moderate
011FF5FB,Chennai,01-12-2018,"Ozone (O3, ppb)",80.2707,13.0827,Monthly,30,Good
0214A6E0,Delhi,01-03-2006,PM2.5 (µg/m³),77.1025,28.7041,Monthly,173,Very Poor
01D19FA0,Chennai,01-12-2000,NO2 (ppb),80.2707,13.0827,Monthly,35,Moderate
017C4CF6,Kolkata,01-09-2009,PM10 (µg/m³),88.3639,22.5726,Monthly,69,Moderate
0085EF3F,Mumbai,01-12-2004,PM10 (µg/m³),72.8777,19.076,Monthly,168,Very Poor
002D3267,Delhi,01-10-2003,"Ozone (O3, ppb)",77.1025,28.7041,Monthly,81,Moderate
0272D439,Delhi,01-08-2000,NO2 (ppb),77.1025,28.7041,Monthly,18,Good
00045534,Chennai,01-09-2003,SO2 (ppb),80.2707,13.0827,Monthly,7,Good
0110D3C5,Delhi,01-06-2020,PM2.5 (µg/m³),77.1025,28.7041,Monthly,113,Poor
01F7144C,Kolkata,01-12-2013,SO2 (ppb),88.3639,22.5726,Monthly,32,Moderate
0228F347,Bengaluru,01-01-2010,SO2 (ppb),77.5946,12.9716,Monthly,47,Moderate
00F92157,Mumbai,01-02-2017,PM2.5 (µg/m³),72.8777,19.076,Monthly,145,Poor
00243587,Delhi,01-01-2001,NO2 (ppb),77.1025,28.7041,Monthly,47,Moderate
0069CC74,Mumbai,01-12-2017,PM10 (µg/m³),72.8777,19.076,Monthly,163,Very Poor
00D7DADF,Mumbai,01-11-2019,NO2 (ppb),72.8777,19.076,Monthly,19,Good
00DC5602,Kolkata,01-01-2004,PM10 (µg/m³),88.3639,22.5726,Monthly,110,Poor
0036219F,Chennai,01-07-2000,PM10 (µg/m³),80.2707,13.0827,Monthly,164,Very Poor
00B0346A,Delhi,01-05-2000,NO2 (ppb),77.1025,28.7041,Monthly,15,Good
01FB0291,Bengaluru,01-05-2021,"Ozone (O3, ppb)",77.5946,12.9716,Monthly,69,Moderate
017DE5B7,Chennai,01-11-2002,PM10 (µg/m³),80.2707,13.0827,Monthly,184,Very Poor
01FD237F,Mumbai,01-11-2009,PM2.5 (µg/m³),72.8777,19.076,Monthly,66,Moderate
007511C8,Kolkata,01-10-2012,PM2.5 (µg/m³),88.3639,22.5726,Monthly,194,Very Poor
02355EA1,Mumbai,01-05-2003,SO2 (ppb),72.8777,19.076,Monthly,20,Good
0041A042,Bengaluru,01-01-2005,SO2 (ppb),77.5946,12.9716,Monthly,26,Good
00769150,Delhi,01-10-2010,PM10 (µg/m³),77.1025,28.7041,Monthly,188,Very Poor
028A625B,Mumbai,01-02-2019,"Ozone (O3, ppb)",72.8777,19.076,Monthly,22,Good
009409F5,Kolkata,01-06-2003,"Ozone (O3, ppb)",88.3639,22.5726,Monthly,93,Moderate
0029ECA4,Mumbai,01-08-2013,PM2.5 (µg/m³),72.8777,19.076,Monthly,158,Very Poor
01020727,Delhi,01-04-2007,PM2.5 (µg/m³),77.1025,28.7041,Monthly,106,Poor
00F754A3,Delhi,01-07-2004,SO2 (ppb),77.1025,28.7041,Monthly,9,Good
026117E7,Bengaluru,01-03-2013,PM10 (µg/m³),77.5946,12.9716,Monthly,89,Moderate
01022CDF,Bengaluru,01-12-2009,PM10 (µg/m³),77.5946,12.9716,Monthly,122,Poor
0190C20B,Mumbai,01-05-2002,"Ozone (O3, ppb)",72.8777,19.076,Monthly,76,Moderate
02117D81,Delhi,01-04-2010,PM10 (µg/m³),77.1025,28.7041,Monthly,181,Very Poor
0069DC8B,Kolkata,01-11-2007,NO2 (ppb),88.3639,22.5726,Monthly,14,Good
01AD461A,Mumbai,01-02-2002,SO2 (ppb),72.8777,19.076,Monthly,14,Good
0198DDC7,Chennai,01-01-2005,PM2.5 (µg/m³),80.2707,13.0827,Monthly,129,Poor
01291FC6,Chennai,01-06-2023,NO2 (ppb),80.2707,13.0827,Monthly,44,Moderate
